feature,importance_mean,importance_std
year,0.32520439964182285,0.0493322143811711
mileage,0.1646308111654035,0.024690228907079757
condition_enc,0.007039224449966419,0.008429694761609716
seller_type_enc,0.006419364946082829,0.001718772622683703
fuel_type_enc,0.0007413446631981069,0.0003019170301649331
title_status_enc,0.0,0.0
transmission_enc,-0.00012172690484690829,0.00011231636617088219
color_enc,-0.0031747882611527834,0.0013879867015128772
