feature,importance_mean,importance_std
year,0.18656158148780316,0.04154387239386099
mileage,0.12898121975788807,0.02291319800395013
seller_type_enc,0.007927642450893824,0.004391661005879645
transmission_enc,0.0014955615654455468,0.000884674820808186
fuel_type_enc,0.00027504759181550263,1.6497658657420033e-05
title_status_enc,0.0,0.0
condition_enc,-0.00647595307087373,0.009741437733422367
color_enc,-0.009755275842775468,0.005234347688133627
